lat;long;Geometry;ARRONDISSEMENT;NUMERO DE VOIE;NOM DE VOIE;HORAIRES OUVERTURE
48.8776056478; 2.32703687989;"{""type"": ""Point"", ""coordinates"": [2.327036879889135, 48.87760564781868]}";9;21;RUE D AMSTERDAM;24 h / 24
48.8767420817; 2.34685265093;"{""type"": ""Point"", ""coordinates"": [2.346852650930034, 48.876742081672425]}";9;79bis;RUE LA FAYETTE;6 h - 22 h
48.8827090841; 2.34349779975;"{""type"": ""Point"", ""coordinates"": [2.343497799750825, 48.882709084097776]}";9;45;BOULEVARD DE ROCHECHOUART;24 h / 24
48.8826756157; 2.34334023734;"{""type"": ""Point"", ""coordinates"": [2.343340237341333, 48.88267561567267]}";9;45;BOULEVARD DE ROCHECHOUART;24 h / 24
48.8725811844; 2.36407391372;"{""type"": ""Point"", ""coordinates"": [2.364073913719815, 48.87258118442669]}";10;face 81;QUAI DE VALMY;24 h / 24
48.8710936949; 2.36098427062;"{""type"": ""Point"", ""coordinates"": [2.360984270621871, 48.87109369490657]}";10;8;PLACE JACQUES BONSERGENT;24 h / 24
48.8683459405; 2.36077777293;"{""type"": ""Point"", ""coordinates"": [2.360777772931905, 48.86834594045781]}";10;40;RUE RENE BOULANGER;24 h / 24
48.8801634262; 2.36731781779;"{""type"": ""Point"", ""coordinates"": [2.36731781779473, 48.88016342623018]}";10;179;QUAI DE VALMY;6 h - 1 h
48.8818143971; 2.35323834994;"{""type"": ""Point"", ""coordinates"": [2.353238349935884, 48.88181439707224]}";10;3;RUE AMBROISE PARE;6 h - 22 h
48.8749245669; 2.36364970349;"{""type"": ""Point"", ""coordinates"": [2.363649703485263, 48.874924566910394]}";10;116;QUAI DE JEMMAPES;24 h / 24
48.8571881529; 2.38095648432;"{""type"": ""Point"", ""coordinates"": [2.38095648432243, 48.85718815288686]}";11;face 113;BOULEVARD VOLTAIRE;6 h - 22 h
48.8556437616; 2.38355339048;"{""type"": ""Point"", ""coordinates"": [2.383553390481581, 48.85564376160197]}";11;164;BOULEVARD VOLTAIRE;6 h - 22 h
48.8583131762; 2.3802426629;"{""type"": ""Point"", ""coordinates"": [2.380242662897039, 48.858313176216946]}";11;8;PLACE LEON BLUM;6 h - 22 h
48.857493703; 2.39245136818;"{""type"": ""Point"", ""coordinates"": [2.39245136817969, 48.85749370300114]}";11;133;BOULEVARD DE CHARONNE;6 h - 22 h
48.8347382889; 2.39353336243;"{""type"": ""Point"", ""coordinates"": [2.393533362429245, 48.834738288903424]}";12;283;RUE DE CHARENTON;6 h - 1 h
48.846008596; 2.36702780699;"{""type"": ""Point"", ""coordinates"": [2.367027806987362, 48.84600859600016]}";12;face 98;QUAI DE LA RAPEE;24 h / 24
48.8389404079; 2.38957294205;"{""type"": ""Point"", ""coordinates"": [2.389572942053018, 48.838940407882085]}";12;face 1;BOULEVARD DE REUILLY;6 h - 22 h
48.8268340661; 2.36458137343;"{""type"": ""Point"", ""coordinates"": [2.36458137343469, 48.82683406611014]}";13;90;RUE DE TOLBIAC;6 h - 1 h
48.8379115964; 2.35564596848;"{""type"": ""Point"", ""coordinates"": [2.355645968484056, 48.83791159635166]}";13;53;BOULEVARD SAINT MARCEL;6 h - 22 h
48.8212404052; 2.36901388481;"{""type"": ""Point"", ""coordinates"": [2.36901388481276, 48.821240405188334]}";13;1;RUE EMILE LEVASSOR;6 h - 22 h
48.8239434465; 2.35812679931;"{""type"": ""Point"", ""coordinates"": [2.3581267993132933, 48.823943446546174]}";13;87;AVENUE D ITALIE;6 h - 22 h
48.8325839304; 2.35616417308;"{""type"": ""Point"", ""coordinates"": [2.356164173084526, 48.83258393044239]}";13;146;BOULEVARD DE L HOPITAL;6 h - 22 h
48.8256858886; 2.31505362284;"{""type"": ""Point"", ""coordinates"": [2.3150536228400043, 48.82568588864026]}";14;103;BOULEVARD BRUNE;6 h - 22 h
48.8256936083; 2.32627447599;"{""type"": ""Point"", ""coordinates"": [2.326274475985862, 48.82569360827836]}";14;103;AVENUE DU GENERAL LECLERC;24 h / 24
48.8303689517; 2.33383417366;"{""type"": ""Point"", ""coordinates"": [2.333834173657767, 48.83036895168585]}";14;face 14;AVENUE RENE COTY;6 h - 22 h
48.8323424466; 2.33094074871;"{""type"": ""Point"", ""coordinates"": [2.330940748714382, 48.83234244659916]}";14;face 18;AVENUE DU GENERAL LECLERC;6 h - 1 h
48.826231662; 2.30534375195;"{""type"": ""Point"", ""coordinates"": [2.3053437519529902, 48.82623166198629]}";14;3;RUE MAURICE NOGUES;6 h - 22 h
48.8348104903; 2.33211877111;"{""type"": ""Point"", ""coordinates"": [2.33211877111069, 48.83481049030485]}";14;face 297;BOULEVARD RASPAIL;6 h - 22 h
48.8289648283; 2.32797958689;"{""type"": ""Point"", ""coordinates"": [2.327979586892138, 48.82896482825721]}";14;63;AVENUE DU GENERAL LECLERC;24 h / 24
48.8330150787; 2.33118702288;"{""type"": ""Point"", ""coordinates"": [2.331187022876229, 48.83301507872575]}";14;10;AVENUE DU GENERAL LECLERC;24 h / 24
48.8371892955; 2.29680197246;"{""type"": ""Point"", ""coordinates"": [2.296801972456392, 48.8371892954799]}";15;face 200;RUE DE LA CONVENTION;24 h / 24
48.8409059865; 2.30028097537;"{""type"": ""Point"", ""coordinates"": [2.300280975367988, 48.840905986487215]}";15;92-102;RUE BLOMET;6 h - 22 h
48.8364136137; 2.30982319251;"{""type"": ""Point"", ""coordinates"": [2.309823192514288, 48.83641361370931]}";15;68;RUE DE LA PROCESSION;6 h - 22 h
48.8331257229; 2.29949868476;"{""type"": ""Point"", ""coordinates"": [2.299498684763735, 48.83312572286447]}";15;face 41;RUE DES MORILLONS;6 h - 22 h
48.8362409445; 2.28169181419;"{""type"": ""Point"", ""coordinates"": [2.281691814186769, 48.836240944466894]}";15;364;RUE LECOURBE;6 h - 22 h
48.8398553776; 2.26307813413;"{""type"": ""Point"", ""coordinates"": [2.263078134130255, 48.83985537755949]}";16;170;AVENUE DE VERSAILLES;6 h - 22 h
48.8476823115; 2.27363259839;"{""type"": ""Point"", ""coordinates"": [2.273632598392679, 48.84768231151831]}";16;2;PLACE DE BARCELONE;6 h - 22 h
48.8749477124; 2.29569743574;"{""type"": ""Point"", ""coordinates"": [2.295697435741605, 48.87494771236849]}";17;face 2;AVENUE DE WAGRAM;24 h / 24
48.8856593152; 2.32634362788;"{""type"": ""Point"", ""coordinates"": [2.32634362787954, 48.88565931521443]}";17;25;AVENUE DE CLICHY;6 h - 22 h
48.8908073507; 2.31967009491;"{""type"": ""Point"", ""coordinates"": [2.319670094910733, 48.89080735065565]}";17;135;AVENUE DE CLICHY;6 h - 22 h
48.8875400487; 2.29436414579;"{""type"": ""Point"", ""coordinates"": [2.294364145789265, 48.887540048720794]}";17;face 1;AVENUE STEPHANE MALLARME;6 h - 22 h
48.8914363932; 2.34974114956;"{""type"": ""Point"", ""coordinates"": [2.349741149556916, 48.8914363931723]}";18;96;BOULEVARD BARBES;24 h / 24
48.8850281386; 2.35486399619;"{""type"": ""Point"", ""coordinates"": [2.354863996189523, 48.88502813860903]}";18;3;RUE DE LA GOUTTE D OR;6 h - 22 h
48.9005931845; 2.33510623427;"{""type"": ""Point"", ""coordinates"": [2.335106234266122, 48.90059318452267]}";18;;RUE GERARD DE NERVAL;6 h - 22 h
48.8992899143; 2.34053038252;"{""type"": ""Point"", ""coordinates"": [2.340530382520372, 48.899289914259896]}";18;opposé au 17;RUE RENE BINET;24 h / 24
48.888224506; 2.32593610572;"{""type"": ""Point"", ""coordinates"": [2.3259361057243852, 48.888224506014396]}";18;16;AVENUE DE SAINT OUEN;6 h - 22 h
48.8904544454; 2.35460972095;"{""type"": ""Point"", ""coordinates"": [2.354609720946905, 48.89045444544563]}";18;29;RUE ERNESTINE;6 h - 22 h
48.8965489204; 2.33826967804;"{""type"": ""Point"", ""coordinates"": [2.338269678043939, 48.896548920424664]}";18;135;RUE DAMREMONT;24 h / 24
48.8990168529; 2.33769098113;"{""type"": ""Point"", ""coordinates"": [2.337690981134792, 48.89901685289973]}";18;face 3;RUE MARCEL SEMBAT;24 h / 24
48.8844921121; 2.3446622105;"{""type"": ""Point"", ""coordinates"": [2.34466221049979, 48.884492112110436]}";18;face 3;PLACE SAINT PIERRE;24 h / 24
48.8881820312; 2.37374993518;"{""type"": ""Point"", ""coordinates"": [2.373749935176992, 48.88818203121584]}";19;58;AVENUE DE FLANDRE;6 h - 22 h
48.877068392; 2.39255357281;"{""type"": ""Point"", ""coordinates"": [2.392553572814836, 48.87706839202013]}";19;;RUE DES FETES;6 h - 22 h
48.8786193513; 2.37826222864;"{""type"": ""Point"", ""coordinates"": [2.3782622286373343, 48.87861935126562]}";19;29;RUE MANIN;24 h / 24
48.8865972849; 2.37715913191;"{""type"": ""Point"", ""coordinates"": [2.377159131908337, 48.886597284893035]}";19;68;QUAI DE LA LOIRE;6 h - 22 h
48.8838976231; 2.39785967871;"{""type"": ""Point"", ""coordinates"": [2.397859678709474, 48.883897623110094]}";19;;AVENUE DE LA PORTE BRUNET;6 h - 22 h
48.8855238884; 2.38101490179;"{""type"": ""Point"", ""coordinates"": [2.3810149017940683, 48.885523888404094]}";19;face 107;AVENUE JEAN JAURES;6 h - 22 h
48.8822137261; 2.37033634348;"{""type"": ""Point"", ""coordinates"": [2.370336343480127, 48.88221372613072]}";19;face 196;BOULEVARD DE LA VILLETTE;24 h / 24
48.8858032513; 2.37584765205;"{""type"": ""Point"", ""coordinates"": [2.375847652046841, 48.8858032513043]}";19;52;QUAI DE LA LOIRE;24 h / 24
48.8736801872; 2.38975171918;"{""type"": ""Point"", ""coordinates"": [2.3897517191777142, 48.873680187170365]}";20;face 375;RUE DES PYRENEES;6 h - 1 h
48.8544550261; 2.41224737255;"{""type"": ""Point"", ""coordinates"": [2.412247372551213, 48.85445502610536]}";20;face 3;RUE DES DOCTEURS DEJERINE;6 h - 1 h
48.8649204146; 2.39982370311;"{""type"": ""Point"", ""coordinates"": [2.399823703110033, 48.864920414619895]}";20;1;RUE BELGRAND;24 h / 24
